id,number,GCaMP,age,cohort,monitoring_frame_range,sex,GCaMP_modularity_segment_0/2,GCaMP_modularity_segment_1/2,GCaMP_modularity_whole,dHbT_modularity_segment_0/2,dHbT_modularity_segment_1/2,dHbT_modularity_whole
M39-12_v2_mvmt,39,False,12,,"(88, 4695)",F,0.04098459110640006,0.07433823332810716,0.043679294688215645,0.034246779882441104,0.039033366962574714,0.035187877721820984
M42-12_v2_mvmt,42,False,12,,"(113, 4794)",F,0.027490953885027748,0.04951629565753305,0.02932565331737622,0.02676275825110828,0.023876113374437236,0.025250018329811965
M44-12_v2_mvmt,44,False,12,,"(93, 4987)",M,0.02697540742538143,0.03551135371497538,0.027719126627513226,0.02149119868733317,0.022996333392034836,0.0219588613587706
M45-12_v2_mvmt,45,False,12,,"(81, 4877)",M,0.02583843700067585,0.02765071125927903,0.026040589578062094,0.03684292069048819,0.03580193485791595,0.03659032072336055
M46-12_v2_mvmt,46,False,12,,"(116, 4835)",M,0.02581979190603452,0.03303022491658885,0.02672104834001493,0.018138095393078577,0.021160388349241728,0.018821365445533634
M251-6_v2_mvmt,251,False,6,,"(52, 4966)",F,0.028284329046401064,0.03909028889186374,0.02953725983636485,0.02344038394171697,0.02373538206349356,0.02357112064643462
M254-6_v2_mvmt,254,False,6,,"(51, 4955)",M,0.029511136005490483,0.03265910652806402,0.029970293598690384,0.027966863687386816,0.027114131392461317,0.02759654212374549
M308-8_v2_mvmt,308,False,8,2.0,"(88, 7378)",F,0.03643165684781707,0.07282152162153611,0.0395972369046831,0.02735560201091881,0.031791429447819194,0.02841447601163338
M308-10_v2_mvmt,308,False,10,2.0,"(111, 7328)",F,0.027523188697854226,0.06386594363426368,0.03006122160208869,0.028370152094741044,0.03828002446433666,0.030659593907865212
M308-12_v2_mvmt,308,False,12,2.0,"(135, 7630)",F,0.02642330399813713,0.04073060342936844,0.027737342578150758,0.03010999008668191,0.029990345530928605,0.030216965173963623
M308-14_v2_mvmt,308,False,14,2.0,"(107, 7269)",F,0.027039046205755594,0.03938692166293817,0.02832872393992145,0.030941020649340806,0.03536277445104611,0.03241186311587418
M316-8_v2_mvmt,316,True,8,3.0,"(83, 7579)",F,0.023294703264463947,0.034475868909856947,0.02417648696324678,0.022260499332333098,0.02287551165105238,0.022483328661611693
M316-10_v2_mvmt,316,True,10,3.0,"(104, 7207)",F,0.02314929088492056,0.05397434137344903,0.0252273929246039,0.021889968999374333,0.02709009620793847,0.023003005835882374
M316-12_v2_mvmt,316,True,12,3.0,"(94, 7392)",F,0.02451427880313195,0.054731973796608685,0.02629905362055717,0.02457091501219207,0.026917777904049808,0.025238294888529703
M322-6_v2_mvmt,322,True,6,3.0,"(140, 7572)",M,0.02262453680736241,0.04121420043841842,0.02350779072068274,0.02334144904128429,0.025698537568644618,0.024068951650926936
M322-8_v2_mvmt,322,True,8,3.0,"(83, 7594)",M,0.026159247989522322,0.04529755788346063,0.02729732877059427,0.025111811511260122,0.024881062513467767,0.025062619095438186
M322-10_v2_mvmt,322,True,10,3.0,"(45, 7308)",M,0.022244577331317232,0.031431976879559884,0.02291658984708357,0.022407076593304116,0.022118614432218343,0.022339259113902065
M322-12_v2_mvmt,322,True,12,3.0,"(182, 7577)",M,0.026339951461263077,0.06540245750924567,0.029148515683118305,0.026376873345080588,0.028440733197598468,0.027131182672713566
M353-6_v2_mvmt,353,True,6,5.0,"(97, 7497)",M,0.03403849336859236,0.06772076391115481,0.037098857771535695,0.02859398898621636,0.033215602627965454,0.02978872068787218
M353-8_v2_mvmt,353,True,8,5.0,"(109, 7400)",M,0.027463544419277064,0.04626851580069539,0.029014243076010197,0.025081317977036128,0.02555503675087673,0.025310876831972962
M353-10_v2_mvmt,353,True,10,5.0,"(113, 7428)",M,0.027074745267995245,0.055087628058948665,0.02841182589610323,0.027092069922159675,0.036492720035422456,0.02880219602685505
M361-6_v2_mvmt,361,True,6,5.0,"(108, 7428)",F,0.02317969450617794,0.04496803781282689,0.024198355034764665,0.02212358246867601,0.02444208868803472,0.02284095290357516
M365-6_v2_mvmt,365,True,6,6.0,"(87, 7428)",F,0.030964665324134562,0.04457363341741348,0.032599316454302765,0.030468467801250138,0.03219090373284812,0.03113583715305816
M367-6_v2_mvmt,367,True,6,6.0,"(162, 7529)",F,0.02017775503733853,0.02779097917980039,0.020953075623602182,0.021987071262586276,0.02492098793215444,0.022861155748426617
M374-6_v2_mvmt,374,True,6,6.0,"(72, 7417)",M,0.06643039315565767,0.0843722038777227,0.07127463194334681,0.04234890819704744,0.057494634760495586,0.04621819297804204
M374-8_v2_mvmt,374,True,8,6.0,"(68, 7125)",M,0.03699200656876758,0.0530408681527938,0.03782159681650626,0.040800281595018036,0.04505594531436648,0.042431259658738285
M374-10_v2_mvmt,374,True,10,6.0,"(68, 7649)",M,0.03823491242068367,0.052924107404380645,0.03923032584727736,0.040642539197477755,0.04157742977801988,0.04108640009695217
M387-6_v2_mvmt,387,True,6,7.0,"(90, 7540)",M,0.03231980550109978,0.06742265271232283,0.034953892069646816,0.026275281165297586,0.02712202181241124,0.02656265656181257
M387-10_v2_mvmt,387,True,10,7.0,"(117, 7462)",M,0.031420576115975776,0.07233150066510112,0.033580810985635555,0.03313056546473957,0.04882544659258526,0.036078002063306684
