id,number,GCaMP,age,cohort,monitoring_frame_range,sex,nvc_20_GCaMP_segments,nvc_whole,lag_20_GCaMP_segments,lag_whole,funcsim_whole,funcsim_20_GCaMP_segments,GCaMP_funcrep_20_GCaMP_segments,dHbT_funcrep_20_GCaMP_segments,GCaMP_modularity_whole,dHbT_modularity_whole,GCaMP_modularity_20_GCaMP_segments,dHbT_modularity_20_GCaMP_segments
M308-8_v1,308,False,8,2,"(88, 7378)",F,"[0.33524136124641546, 0.23609461214232788, 0.20254552086185704, 0.13090336620010362, 0.1079512280823485, 0.1658457066654955, 0.14623748531153666, 0.17909743695012814, 0.17077062746545885, 0.15543388193507654, 0.1432893450124211, 0.13301914003398038, 0.10631072664763486, 0.10190639434233127, 0.07712683320021864, 0.0716400314412664, 0.09559860531966484, 0.08499124443444193, 0.08212386919201181, 0.06526548964770405]",0.2744713163437651,"[0.10431479416986662, 0.39858788554440727, 0.5031008712168132, 0.2812172261447624, 0.8323052149139104, 0.5131838639085016, 0.5077914034435773, 0.5194847020933977, 0.5303687187745159, 0.4617531689995458, 0.27164622816796724, 0.5326314050951731, 0.12474503488996241, 0.29141583054626535, 0.09937652256492835, -0.3704529501630951, 0.098005698005698, -0.2400594574507618, -0.3027540360873694, -0.40265906932573603]",0.15423427887196,0.6163838784118673,"[0.6776152039071218, 0.0746098199886488, 0.35966393686588893, 0.3712725360737683, 0.2965033548895579, 0.33769045202465375, 0.35746079357760996, 0.3269077090926238, 0.37492559465095915, 0.4337460763114761, 0.21123427630283764, 0.3172721140208914, 0.3221260956621439, 0.20542623056682965, 0.2351662045728816, 0.16327633690740648, 0.0023823342803151854, 0.010255080019106074, 0.005035604060654545, -0.011297466658192175]","[0.9317096872479103, 0.62312953899543, 0.6433634393702641, 0.6164697177485148, 0.6581740965769581, 0.6918381748091097, 0.6998198876448188, 0.7560124222098948, 0.7434641130582731, 0.7908103865551517, 0.6384860954170654, 0.508417765598484, 0.6134269003854288, 0.5545437322543935, 0.5315125175304617, 0.34154528793443595, 0.30829414594022986, 0.22273437935662896, 0.2898462272077196, 0.19440512475402189]","[0.8709301930714703, 0.9117417789703686, 0.7397681620884611, 0.7701525313752122, 0.5647463595079127, 0.6035157936779052, 0.6005586378351385, 0.6864601024385337, 0.7217658736335306, 0.7638858853356275, 0.6248898130366843, 0.7935910008567049, 0.8356662497994207, 0.7692625688250969, 0.830269289281222, 0.7439446496077244, 0.7857721874675936, 0.8627144980722831, 0.8279678941351503, 0.6628591925719426]",0.0497779178683567,0.0664577202348375,"[0.019022696306201226, 0.07691820826442172, 0.12180344374007299, 0.16599258030863479, 0.09224376031946013, 0.04517606834185308, 0.055887288082152674, 0.04623081582007341, 0.05752221857564999, 0.04929566292700348, 0.04561968705497012, 0.07549712762790323, 0.10314977309611498, 0.09141542655136402, 0.10773602206008448, 0.18546757818628165, 0.15425123361977494, 0.2166593242657966, 0.31942473793177734, 0.5706076597263365]","[0.032899207462271776, 0.10588663824779808, 0.11286262430593354, 0.0869442854979669, 0.06894058055895733, 0.06192820335676693, 0.04833884338700998, 0.05693345528535449, 0.0672569736990148, 0.050993836868838065, 0.04949849611569896, 0.05128424887427193, 0.07632066589336325, 0.05312413939251321, 0.06618785897374946, 0.08951335662462669, 0.08578874699823417, 0.07010465550172275, 0.04702844832730405, 0.07093369199061629]"
M308-10_v1,308,False,10,2,"(111, 7328)",F,"[0.19510373122862434, 0.005928797204637781, -0.0172570852121936, 0.07130209989055458, 0.10343250349404175, 0.11008669493575322, 0.1320857260771661, 0.098395830639478, 0.12963588128953135, 0.1275098394065913, 0.13973325920530819, 0.08587638118981715, 0.09422776315985808, 0.12942516831903944, 0.09270546666379202, 0.04641631801846618, 0.042362755427769815, 0.07387348852825092, 0.07317932867067949, 0.05449105359167843]",0.1536807605824212,"[-0.3563285203872058, 0.17283979322157378, 0.2186441597495098, 0.4930440915467305, 0.22976586295891555, -0.020894851465197206, -0.11712277275298967, 0.1899447402481651, -0.13957543769908623, -0.13759910716361695, -0.001046292636424936, 0.011989738581847223, 0.2614104024739008, 0.10869042913498726, 0.18133413936617918, 0.1870693730769529, 0.3335270912289675, 0.14096274423182745, 0.27767056507552684, 0.24694056282793522]",-0.1139063916854611,0.352052967791282,"[0.4006712113661527, 0.25040182453044707, 0.3696122379196106, 0.2240639768626177, 0.37274701818751216, 0.4137516630467948, 0.35591712331123865, 0.4464244631698607, 0.3589181708632706, 0.32792949047364756, 0.3617494413770188, 0.40682778130743363, 0.3155423709057836, 0.34468685012483735, 0.3673569893528691, 0.35543590464043495, 0.32878968035897577, 0.3207794740523876, 0.2405113832489386, 0.17106624455534467]","[0.8585486309963117, 0.8444826405476337, 0.6468568568134229, 0.4401139953392063, 0.555447237604878, 0.5047918836885867, 0.4814403894752, 0.4862241220010557, 0.5461485023744747, 0.5847550066804036, 0.6245192030021695, 0.6064623040683145, 0.6802467770540929, 0.5242110675135813, 0.5386920994963754, 0.5133592376606769, 0.47911880675965135, 0.48981550690250225, 0.4734065143125145, 0.4377345155179206]","[0.7139031237017518, 0.9136957855253055, 0.844018675866009, 0.6120002866392623, 0.7714511833354494, 0.8801424544984904, 0.7895931103333504, 0.8027821102887953, 0.8837957384108526, 0.8167562079228433, 0.8680521756157873, 0.8626174610226839, 0.8690105448751706, 0.7773093937381012, 0.8314688524674296, 0.8129965333102669, 0.7989328514462586, 0.7954451887288103, 0.7323671364951452, 0.7612867271872731]",0.0426424221181406,0.1937143510160505,"[0.02824768171861405, 0.053558096265717905, 0.07250102246966379, 0.04593579500133019, 0.059496713828078016, 0.049100027627692215, 0.03454353273353885, 0.039846207755176145, 0.05931436657678284, 0.09104090067378597, 0.05015453914268423, 0.06080338182522491, 0.05783656676296268, 0.06359158620639449, 0.12608575966195498, 0.15297795000031875, 0.16208743316004984, 0.23805395232226448, 0.42295299949612564, 0.43181329605357255]","[0.16042402093748687, 0.4978358268106234, 0.17002109480345934, 0.13423700555109108, 0.22213481066768612, 0.1829700173694181, 0.11716127626836931, 0.12695629039831435, 0.1771801244663777, 0.15204842607757582, 0.17491713684133614, 0.12074860444104234, 0.134548551093226, 0.09489434941214521, 0.09938867600307559, 0.17522438054637612, 0.14435111431124897, 0.11688082805092434, 0.11819891176814147, 0.08662866241821418]"
M308-12_v1,308,False,12,2,"(135, 7630)",F,"[0.1205839950348077, 0.09849364573154033, 0.25989761211976287, 0.21665267177936468, 0.03977309697111758, -0.055307163064742385, 0.04564519711966792, 0.08284983812751918, 0.013196565129594988, 0.12494261056022508, 0.13021014767797578, -0.023683087591285797, 0.00850830599522034, 0.011302648095569457, 0.06958808327384887, 0.02024120518346831, 0.04096099344063528, -0.011505160555476778, -0.012128796382569026, 0.0530106969931085]",0.0803471592958452,"[-0.03316667491708333, 0.3213124762800521, 0.3718792799036351, -0.07299968648416745, 0.14931604046004326, 0.48544626503638433, -0.1783822583040444, 0.24641519396729533, 0.5836509743742059, 0.294680131346633, 0.6461643813012558, 1.184050294539874, 0.8898074352754815, 0.9833011567084138, 0.8225582891936043, 0.8523340428691647, 0.9275118393478872, 0.7170849627906208, 0.48950547002623634, 0.8645281586720128]",0.1623104466775572,0.5288300551490517,"[0.29457901015152055, 0.5898980896521352, 0.626345435099833, 0.48398829923229, 0.36711367474920237, 0.3711217188266202, 0.4360651895602327, 0.41645944332651413, 0.4305209500383859, 0.4723085861275441, 0.5164176954042583, 0.31880358926374386, 0.3332514805858545, 0.34764140942717264, 0.3821344491386135, 0.22995964572325753, 0.332489845401663, 0.22922964362091464, 0.050201981471321204, 0.15497723261287807]","[0.5655563180807731, 0.883436208961042, 0.8582892407585418, 0.8773963290056314, 0.8603772583675384, 0.7949058930219542, 0.8713048883291694, 0.8915976235615969, 0.866743681515685, 0.838638132886588, 0.8424637181815807, 0.8347292529398853, 0.7892096657012495, 0.6748390914125821, 0.7894446924210533, 0.7132283117657949, 0.4956635066684665, 0.4966864993374902, 0.21463110117079998, 0.30391393901402725]","[0.6503700931443083, 0.8905114873647546, 0.8768405661339407, 0.7454451180378467, 0.7377082318839444, 0.8149117218373653, 0.7959651298557098, 0.9077738432443287, 0.9574829842932732, 0.9429906445764691, 0.9552946776104754, 0.9413142179488572, 0.8772788404984242, 0.9351360505243234, 0.8891210327797566, 0.8504719507467996, 0.8993463717815531, 0.8795667467087529, 0.8008265958380782, 0.8603417159045501]",0.024741592041072,0.0601458593962568,"[0.015163476450079887, 0.023150483519929405, 0.013051517114855242, 0.027080802310443776, 0.025264556398293975, 0.03505729308763611, 0.0323349091686006, 0.028867176785659223, 0.04798684762958735, 0.07066071058253473, 0.07107151075076894, 0.0867612843414031, 0.09595333300411656, 0.08653946572169889, 0.11917632404477889, 0.11144190504876277, 0.19470346751616052, 0.2794154267310426, 0.22506289251596254, 0.486468592769724]","[0.21103870234123975, 0.05635871347231623, 0.05756163527224599, 0.11577927430095834, 0.0651904623250237, 0.05704284008843288, 0.07875714554601347, 0.07458297986415469, 0.05248272246110616, 0.06437302411711851, 0.0519819082454862, 0.0583313150716008, 0.03863666591101804, 0.04176343490767175, 0.05438064993992777, 0.06144272788692388, 0.04841516206887712, 0.04762834023588998, 0.027397813012893967, 0.032302397291390124]"
M308-14_v1,308,False,14,2,"(107, 7269)",F,"[0.05415896937234206, 0.27734821406971083, 0.10308441357254834, 0.12483945205204007, 0.09875473591681715, 0.08954245813148977, 0.07811836149481592, 0.14620496331955868, 0.022524966078692366, 0.06741254316215871, 0.08840552871494273, 0.08363740434468156, 0.08667771417813129, 0.10737644937865373, 0.05565594525465422, 0.07034078698159407, 0.07983816333056229, 0.05122236850182619, 0.06386755579347163, 0.08818856565466418]",0.1057915815892442,"[-0.2017008135327603, -0.18302566584468363, 0.6298617992978576, 0.23511019950373732, -0.2678128336905503, -0.07975540242600229, 0.005285274212010198, 0.08961151698124803, 0.10284774876510491, 0.15384910849408096, 0.21888563680640377, -0.1901776866170404, 0.07451622072165504, -0.06164104691449071, -0.06092661304571608, 0.018721240195739515, 0.17658807894110146, -0.26964885191245497, -0.2713850030344234, 0.07369423766833368]",0.4910618945557066,0.5116766560047674,"[0.2038471948462636, 0.4987582285182109, 0.43911496793080046, 0.26110654922801435, 0.21197809849113616, 0.3708645677274076, 0.4891570542074817, 0.6549273308422211, 0.538178824103724, 0.47509841132812153, 0.4186588261615497, 0.3865049592859712, 0.5372643831101607, 0.43881422345903864, 0.3361632254748617, 0.2811648825498269, 0.325098012866708, 0.1581133074472475, 0.11051095202059542, 0.0817660938358719]","[0.7404104929303261, 0.9423812870636431, 0.9250110124821999, 0.9601194365260871, 0.9485598245757912, 0.90722664576187, 0.8814801796386952, 0.861395228695399, 0.8423048814365394, 0.8551476805316666, 0.7181938300802398, 0.8479551771883941, 0.8300622818831833, 0.7933363834933533, 0.49805540730912184, 0.5530963626986797, 0.5681835461508554, 0.29066617238619463, 0.3513637223400803, 0.266800256920585]","[0.8907534038753728, 0.9354306836503772, 0.9597049959659005, 0.8681617864553652, 0.8305659973510839, 0.9108255020708671, 0.9422917470769645, 0.8907068597892696, 0.8995249541724897, 0.7350315556408544, 0.8203312876595077, 0.8286694097721978, 0.8752232441562464, 0.90148323533734, 0.8747449112529281, 0.7883197432342407, 0.7615602917316048, 0.7928532206191867, 0.7918116782019406, 0.7760087227271438]",0.0551803912495526,0.2204825580052997,"[0.05259584626628728, 0.0350495586257706, 0.04055473737753259, 0.06202686641225815, 0.04342202672608274, 0.05395710689834736, 0.07427858458386613, 0.06948554464997429, 0.08730343324450543, 0.07137266419430173, 0.11225359651784975, 0.08890536963226335, 0.10351488312235188, 0.15404859094129686, 0.1437136068067887, 0.1786984137305062, 0.31514453388269514, 0.4230028717530143, 0.4728612467148993, 0.5617485040206981]","[0.295539397136722, 0.29784836658412883, 0.24527443384207195, 0.28328495936927495, 0.17098711288966778, 0.19636403008804454, 0.31277156585478855, 0.14677848593999002, 0.1518712062546806, 0.13413037356184546, 0.21761263566818648, 0.14120143693419396, 0.14001474153895668, 0.2346527016035142, 0.1955115033688268, 0.16912744968539992, 0.19822418508160206, 0.19815424668986703, 0.1606750713403503, 0.15926824760784145]"
M316-8_v1,316,True,8,3,"(83, 7579)",F,"[0.3368084051555999, 0.2592949556222826, 0.22202101086037454, 0.3100335354152169, 0.4973368286357881, 0.35381557878799513, 0.3317195720249212, 0.2868041267190051, 0.23862597483520134, 0.25806571287558017, 0.24505141404491604, 0.1982738941429249, 0.2122699034520162, 0.21797408448458377, 0.12831454521773805, 0.11319457483094691, 0.02917392002992567, 0.08432130223504292, 0.032823622718090494, 0.03137621947183476]",0.4339130920476677,"[-0.21706349206349204, 1.1231707317073172, 1.9607336430507163, 0.35692992644212157, 0.13665311653116533, -0.8657375145180023, -0.5861014324428958, -0.9822880371660859, -1.5730836236933798, -0.4247580332946187, -1.1958284939992256, -0.4254258614014712, -0.5037262872628726, -0.3207413859852885, -0.5703542392566783, -0.12644212156407278, -0.3061556329849012, -0.02437088656600853, 0.1693960511033682, 0.8955671699574138]",-0.62652922957801,0.5481649809602478,"[0.7827060363216419, 0.7940017193575176, 0.7576804496576289, 0.6662549764397903, 0.7145063852028938, 0.6549220608009866, 0.5063398698067566, 0.3285371272525789, 0.26689099789301013, 0.1811818304671625, -0.0049302750863187954, 0.21543982009907553, 0.277836462306557, 0.24069480544487443, 0.13691965491360705, -0.07131420276835991, 0.08683308014635965, -0.07638798910499868, -0.06437203705652876, -0.055266927182996875]","[0.9592165769693894, 0.9502458264399645, 0.9337766869679042, 0.8759788031044903, 0.7769777511555837, 0.7623281494846875, 0.8093498065225627, 0.9142682069291092, 0.8476834653472924, 0.8803422987069973, 0.8804575733028539, 0.8161048173292895, 0.638926549576255, 0.5511659849182274, 0.6441500078874881, 0.5882071033064455, 0.3879599646718058, 0.3747012690592555, 0.23976996204588238, 0.17871787089048963]","[0.5853626936232845, 0.7010355805656125, 0.8670991933034188, 0.9403055222263291, 0.8898203694954544, 0.9046470222343165, 0.8726404406197861, 0.8355280797064026, 0.7752834104047879, 0.7073960101938831, 0.608027929703092, 0.7610221310401608, 0.8412566524048136, 0.8319892092903265, 0.6449383502374059, 0.5563409389821673, 0.4233036360363292, 0.3123471927845508, 0.20689514582341728, 0.18062738504559842]",0.0127360073459489,0.0154478641319935,"[0.010931131640766853, 0.01604453851692108, 0.014863947294437851, 0.017210620086890834, 0.007511063638662604, 0.01280937460490891, 0.01785020791906053, 0.018026758493801257, 0.024791029176788985, 0.02492688238941433, 0.03769478095732699, 0.03905395217984921, 0.047222561383713904, 0.04880441927447504, 0.05472485223034269, 0.09480525823021205, 0.08050985383342163, 0.09168330489811029, 0.13615108239605161, 0.3258034145158188]","[0.02170661490963269, 0.012694725978296285, 0.014488272632579883, 0.019366149929513816, 0.008152773758098442, 0.00675515255845766, 0.007808763677925029, 0.012020562372044364, 0.00930407264927267, 0.011618170615084716, 0.00872558449617672, 0.01696374136809989, 0.013286829545831451, 0.012718396161703107, 0.018161477284682294, 0.02111597254016732, 0.01814246112539392, 0.015211184436436626, 0.009540961943508472, 0.027788112502225792]"
M316-10_v1,316,True,10,3,"(104, 7207)",F,"[0.5044544928834929, 0.1648317399958039, 0.07706081313225414, 0.12782676280003805, 0.18533392729569367, 0.038348004168966894, 0.08091459845400838, 0.05409367365086157, 0.003777822675850004, 0.020206701545821184, 0.014271616152581573, 0.007773824918732506, 0.07841459840379762, 0.06554691807612947, 0.05688948877357685, 0.06886326356574822, 0.04487758065705952, 0.04163532759871321, 0.08485754751875614, 0.06093847261641097]",0.2757405036312769,"[-0.24593512616383514, -0.07616337920280142, 0.06696212805150512, 0.11224796870297923, 0.4072533946142131, 0.2644470586089605, 0.03570158400131315, 0.08706991674189987, 0.0881642181672275, 0.19028989868592638, 0.11717232511695344, 0.380287983658432, 0.1399429139423121, 0.007340938728239357, 0.24909036194019643, 0.21372618754502593, 0.4099526714633546, 0.3319563373731294, 0.4529860750143627, 0.3878477826717369]",-0.6126446529696605,0.5130915111288884,"[0.7518008050582439, 0.3430105832376709, 0.27571157496957616, 0.31914388887954914, 0.39252330239491223, 0.2771249685169854, 0.26954279789694385, 0.20517539454649922, 0.23917194355242835, 0.2580743271820655, 0.19632141905093295, 0.18616937802052103, 0.2231390518738788, 0.16399457591438174, 0.14073819780960692, 0.1807453527611976, 0.24423639069102207, 0.23472727273316757, 0.1470306958387196, 0.19222426521798097]","[0.8394906549893725, 0.5909110304331954, 0.5649572455960088, 0.5299565089045388, 0.5894508286257617, 0.5839454391849862, 0.6062325160969659, 0.5135832225848177, 0.4746361304395712, 0.5164408719989246, 0.47620164038078316, 0.5640675439907008, 0.5412173544687758, 0.5647695295188927, 0.6165172549044527, 0.395045157580164, 0.4606461255586355, 0.4237581895143233, 0.4352867014276988, 0.3466602289482767]","[0.773232035159629, 0.9202559516432702, 0.8728567920567026, 0.8361849078076001, 0.939416743501533, 0.9169394619275273, 0.9387590779551057, 0.8803703662017922, 0.9076144809061233, 0.865639438181284, 0.9319343339104669, 0.727928073775435, 0.46969357460046696, 0.7572697074718697, 0.5232831438868603, 0.48825963852161974, 0.5905528135626861, 0.6034877063032783, 0.5200668949954721, 0.5283958278564838]",0.0597357728062598,0.0790270360805683,"[0.021691837291600822, 0.08537452329024373, 0.07542685573856711, 0.09960330282460939, 0.07923287202536247, 0.12389438703636836, 0.132506026166473, 0.17786994406051848, 0.11681786418677276, 0.12160630970914127, 0.12846178595010224, 0.208900147856145, 0.1492858315549116, 0.21250679955911178, 0.16546227569801672, 0.24710085613379235, 0.1951595543284343, 0.30763891911363234, 0.3926933903896497, 0.527839751778294]","[0.04902186385681789, 0.05065170162763129, 0.042921198680870964, 0.09574046297300579, 0.06288451736405538, 0.08960731597196882, 0.07601203776659658, 0.043531781738251424, 0.08440469404422686, 0.06946011392783988, 0.08685472351412044, 0.09321777933453385, 0.09693970179208804, 0.08091468367968002, 0.09358915629226512, 0.08817375868378348, 0.11651558220122057, 0.08186361271386755, 0.11744049688395317, 0.20050778434284555]"
M316-12_v1,316,True,12,3,"(94, 7392)",F,"[0.555568821767117, 0.4273511042282337, 0.4415526559245809, 0.29848548721253415, 0.31050370020048496, 0.3026561657194445, 0.27164253178795156, 0.3274129630413932, 0.22341199398050512, 0.25002362759516755, 0.21248390647828147, 0.199603535556438, 0.17123621517140042, 0.17667191183554873, 0.1856625177439742, 0.13304066436904258, 0.11876093346038673, 0.08826866564261654, 0.019627930858622345, 0.027361016910947458]",0.4034481291521109,"[-0.49445365862357993, 0.02533304799101172, 0.24205054125871628, 0.048722201416011274, 0.19419328375510492, -0.5567117864212724, 0.12298254061669608, 0.012189467301553332, 0.160727979598024, -0.10183154102687567, 0.07641824050790932, -0.018529417009969157, 0.1043550371836713, -0.030683216521320434, -0.1949690581919997, 0.009541133879050532, -0.029755853976066924, 0.35491234640557845, 0.3004119629768337, 0.35490342945802794]",-0.3205196797032439,0.607826200181798,"[0.8851932857092761, 0.5032844334391144, 0.45013823683161247, 0.5096423957371164, 0.5115996659585834, 0.33566947260221625, 0.4468932054041051, 0.3998777916007574, 0.3582347466696469, 0.20312357170698397, 0.35892977566887496, 0.47352482987171207, 0.23597424026088082, 0.21724804588475533, 0.331641334161791, 0.09426008877906829, 0.19830581502246977, 0.1117255224242849, 0.12903921116553346, 0.10447828888846315]","[0.9624534240318204, 0.7702611770154407, 0.5358241968145877, 0.5775456453414911, 0.5893031963778229, 0.6209195065679082, 0.6074369320328673, 0.5484176611934771, 0.6252074606278333, 0.6712440358753008, 0.6984593258516432, 0.7204071414407468, 0.6299430664372467, 0.5417131136689313, 0.393435519269707, 0.4940652484282464, 0.31641238413533096, 0.33609768466198414, 0.296399584147401, 0.1679106012386062]","[0.6684086039762708, 0.806611645674883, 0.6631845436160672, 0.7542766498201319, 0.8412019790009764, 0.7856899249435131, 0.8250652684968763, 0.7089942146072249, 0.6596648141511511, 0.6610494770463115, 0.8498981229906429, 0.82891491175803, 0.7270395980579035, 0.741590142806889, 0.6163449922296463, 0.4824869811955513, 0.44198890081235714, 0.4234168192648329, 0.27365238556463717, 0.4815806816379096]",0.0250307589680054,0.0455194045918954,"[0.00949706289048242, 0.0708314721444318, 0.039987767842020086, 0.05723921284095099, 0.05599381431889034, 0.044073474418397394, 0.06590159970008065, 0.06040376455247507, 0.07036666751420342, 0.08146956695910192, 0.08729436533033787, 0.09730692547617574, 0.14251071964099887, 0.17122499277785977, 0.1731939653630724, 0.1902661384454113, 0.25257227875323335, 0.29171600485359445, 0.3694061375727413, 0.6723971706896283]","[0.03887189682522492, 0.050689020099344714, 0.044350184755282955, 0.04113948354692645, 0.03478189522251093, 0.028076600186555018, 0.057222478525665144, 0.03223392993968275, 0.03895100677858904, 0.03601809000650172, 0.039161700432709716, 0.05891040133848674, 0.03719538658133574, 0.04121716792996357, 0.07036658111207822, 0.056959226197765646, 0.059157814866965655, 0.03881042114528573, 0.045995311456169044, 0.06579678273863594]"
M322-6_v1,322,True,6,3,"(140, 7572)",M,"[0.5619926413495394, 0.4444123220598932, 0.12728579178905075, -0.04894913466826977, -0.1620206525235988, -0.24552711091408688, -0.14957833359725417, -0.14708354099016463, -0.14036762931503488, -0.04204505590004029, 0.041563083107975414, 0.03792629830440499, 0.09569653065402474, 0.009165871221515446, 0.015914757864295314, 0.05502254732405406, 0.022437510665684328, -0.012489706125125673, 0.025460829261019283, 0.03860011389043748]",0.3121844328883,"[-0.4350678910603563, 0.07515108704183346, 0.03780707950710307, -0.39201004630719727, 0.5381759673495016, -0.12254925045129897, -0.6801506946079586, -0.40602778431834236, -0.4940036103916491, -0.010093399262224315, 0.38763833294089955, 0.5319362687387175, 0.027015147947570838, -0.12575935954791617, 0.0866650969311671, 0.4819715877874578, 0.5590926928812495, 0.28353347460952827, -0.21705517620280984, -0.06253826230280196]",0.0528059022054783,0.5735447412663277,"[0.6848039964317953, 0.7082649324294731, 0.5596378487142917, 0.4355919474171614, 0.2530633557262998, 0.1568332339522488, 0.19090086227829386, 0.41445781445684426, 0.4052190682982312, 0.39213743621388936, 0.3304342112764868, 0.24289045384068603, 0.4078195459565237, 0.3720539652067654, 0.24527982943304216, 0.2614452473140504, 0.16144790022198782, 0.10294665620449239, 0.13604372773441512, 0.031853472317207504]","[0.9664376788727859, 0.7738054884881038, 0.4831935129041376, 0.3558915277556255, 0.46407151657950974, 0.48323805728763736, 0.6579518048243089, 0.4499712405294622, 0.3647795427973119, 0.4501335853167754, 0.43083273280810064, 0.597186858688562, 0.5920373927742338, 0.6029979916190982, 0.3252987284880781, 0.300816606421689, 0.46937832417463365, 0.3900329274354941, 0.22094961894768742, 0.21938875604803934]","[0.827609614684306, 0.9230308401348373, 0.9256420756780215, 0.8800938689867889, 0.7805348605123298, 0.6100377649551718, 0.45595192015050173, 0.7485072835694463, 0.6557413006960361, 0.7089541860390415, 0.8011910065505438, 0.5754248567147009, 0.7724041580670842, 0.8175943744662808, 0.6912518472286916, 0.4799010783432398, 0.6159990158520751, 0.48413577681263653, 0.43318124976834893, 0.48947324885751614]",0.0188646113343301,0.0248073923316843,"[0.004641306366536218, 0.014134962564121972, 0.03957488265548147, 0.059111008420379633, 0.04220122670006477, 0.04586968831045729, 0.05732549423133541, 0.07782839977550082, 0.07943068128340611, 0.09814192863688509, 0.1049925231910918, 0.10767183579754869, 0.16841275080627696, 0.14984190877874784, 0.13068130351576288, 0.19305827188900176, 0.2366240337286104, 0.21915374327382353, 0.2446907215518918, 0.4178961812560767]","[0.014948943813371527, 0.034158876124059594, 0.02457323378604624, 0.045794957658917196, 0.04761156462057304, 0.037556855569451965, 0.03173016572105358, 0.031849572011599804, 0.02865223968854465, 0.040640084035812166, 0.03694653346974059, 0.029052842933904043, 0.03535956831735653, 0.0351571655576097, 0.030681254182867816, 0.02888187908354222, 0.02013921541177101, 0.01137274455028692, 0.01169814510447936, 0.008287780477529028]"
M322-8_v1,322,True,8,3,"(83, 7594)",M,"[0.3945295990266298, 0.2174779825443059, 0.301976969383945, 0.08714414667533613, 0.16846543503162412, 0.24542550947627467, 0.04319215649265229, 0.16917518609294466, 0.12496280184637129, 0.09817498486902031, 0.09767451603154656, 0.11899425657932516, 0.08022475889745757, 0.061616632044290395, 0.06403086559391664, 0.05534286425508805, 0.04791207497914913, 0.03569920301521825, 0.07111372827075335, 0.053979634015709856]",0.3288657267241563,"[0.7008226804320264, 1.2189111638592578, 0.21086548269320596, 0.8918980753281665, -0.00746418051305514, -0.9269025080790461, 1.3108359310206767, -0.7775521682348119, -0.6066386402417516, 0.037845206432731815, -1.0151571481682728, -1.669841088264173, -0.62138587811365, -0.319196194507202, -0.5483551157758269, -0.10620489795140178, -0.1747075814339234, -0.22509794949523837, -0.2595208815931211, -0.041296079160351176]",-0.3416745312246785,0.5032543484654092,"[0.7339554600053086, 0.6905002681149174, 0.2787416147488677, 0.43570895532451004, 0.2776297494399026, 0.41292920673762246, 0.3534935058626434, 0.40853878250505604, 0.19483271271992408, 0.2539945531312514, 0.3191759471474344, 0.17006599708580272, 0.17811289713281556, 0.11027694886484925, 0.1981686983530895, -0.10730362405870521, 0.11973423693931995, -0.007180767732507779, 0.07968848527228274, 0.03926222743633353]","[0.9759307574023331, 0.9354681346193868, 0.7664575996124536, 0.46730324882614127, 0.6529307317474174, 0.7067508893383695, 0.7145364543322015, 0.7884462069633401, 0.6689451902896363, 0.6017357131080472, 0.763313136777986, 0.7355234276669491, 0.6730700229877822, 0.5740346943088533, 0.5157401537822824, 0.42109249722504033, 0.32981126895748875, 0.2662417289462066, 0.2760458226479326, 0.16700543826834555]","[0.5960603049383897, 0.8179114826772567, 0.9425462897594018, 0.919419774602704, 0.8895121731586763, 0.940075973522484, 0.9255429618721152, 0.9419723342674844, 0.9128506941919092, 0.92953601114631, 0.9457799045260181, 0.896738717553225, 0.917553323592032, 0.8866626337596624, 0.9215660622878364, 0.7853766300060921, 0.7399253068419737, 0.7779545609728955, 0.8432526846761187, 0.8079357483497156]",0.024233732457448,0.0351257080353312,"[0.005192466536261566, 0.014145296608230057, 0.05585509322930835, 0.0824702506148611, 0.08977611890380534, 0.07527028829474662, 0.05827007541852836, 0.04757885064232007, 0.03895305731833286, 0.06328457007962322, 0.03645132809613617, 0.045058140994191115, 0.08135254390310517, 0.11612807151261292, 0.10655970000502941, 0.15998320562119991, 0.19983606187961164, 0.26957100733138917, 0.2743806631915992, 0.4837460816586005]","[0.0177506590454466, 0.0536713787919115, 0.031967018562669966, 0.03636257622505073, 0.03834009366917067, 0.03923625788908865, 0.03986973282430538, 0.04488056659137458, 0.05701190203665725, 0.040507712810981526, 0.043935273114313056, 0.0376811492180135, 0.02990718807485475, 0.014597769070882664, 0.021276140918156085, 0.023145019970827106, 0.033202739189111055, 0.0322327855428766, 0.022676695023135556, 0.03561052204494353]"
