id,number,GCaMP,age,cohort,monitoring_frame_range,sex,nvc_whole,nvc_segment_0/20,nvc_segment_1/20,nvc_segment_2/20,nvc_segment_3/20,nvc_segment_4/20,nvc_segment_5/20,nvc_segment_6/20,nvc_segment_7/20,nvc_segment_8/20,nvc_segment_9/20,nvc_segment_10/20,nvc_segment_11/20,nvc_segment_12/20,nvc_segment_13/20,nvc_segment_14/20,nvc_segment_15/20,nvc_segment_16/20,nvc_segment_17/20,nvc_segment_18/20,nvc_segment_19/20,lag_whole,lag_segment_0/20,lag_segment_1/20,lag_segment_2/20,lag_segment_3/20,lag_segment_4/20,lag_segment_5/20,lag_segment_6/20,lag_segment_7/20,lag_segment_8/20,lag_segment_9/20,lag_segment_10/20,lag_segment_11/20,lag_segment_12/20,lag_segment_13/20,lag_segment_14/20,lag_segment_15/20,lag_segment_16/20,lag_segment_17/20,lag_segment_18/20,lag_segment_19/20
M308-8_v1,308,False,8,2,"(88, 7378)",F,0.2744713163437651,0.33524136124641546,0.23609461214232788,0.20254552086185704,0.13090336620010362,0.1079512280823485,0.1658457066654955,0.14623748531153666,0.17909743695012814,0.17077062746545885,0.15543388193507654,0.1432893450124211,0.13301914003398038,0.10631072664763486,0.10190639434233127,0.07712683320021864,0.0716400314412664,0.09559860531966484,0.08499124443444193,0.08212386919201181,0.06526548964770405,0.15423427887196,0.10431479416986662,0.39858788554440727,0.5031008712168132,0.2812172261447624,0.8323052149139104,0.5131838639085016,0.5077914034435773,0.5194847020933977,0.5303687187745159,0.4617531689995458,0.27164622816796724,0.5326314050951731,0.12474503488996241,0.29141583054626535,0.09937652256492835,-0.3704529501630951,0.098005698005698,-0.2400594574507618,-0.3027540360873694,-0.40265906932573603
M308-10_v1,308,False,10,2,"(111, 7328)",F,0.15368076058242122,0.19510373122862434,0.005928797204637781,-0.0172570852121936,0.07130209989055458,0.10343250349404175,0.11008669493575322,0.1320857260771661,0.098395830639478,0.12963588128953135,0.1275098394065913,0.13973325920530819,0.08587638118981715,0.09422776315985808,0.12942516831903944,0.09270546666379202,0.04641631801846618,0.042362755427769815,0.07387348852825092,0.07317932867067949,0.05449105359167843,-0.11390639168546116,-0.3563285203872058,0.17283979322157378,0.2186441597495098,0.4930440915467305,0.22976586295891555,-0.020894851465197206,-0.11712277275298967,0.1899447402481651,-0.13957543769908623,-0.13759910716361695,-0.001046292636424936,0.011989738581847223,0.2614104024739008,0.10869042913498726,0.18133413936617918,0.1870693730769529,0.3335270912289675,0.14096274423182745,0.27767056507552684,0.24694056282793522
M308-12_v1,308,False,12,2,"(135, 7630)",F,0.08034715929584524,0.1205839950348077,0.09849364573154033,0.25989761211976287,0.21665267177936468,0.03977309697111758,-0.055307163064742385,0.04564519711966792,0.08284983812751918,0.013196565129594988,0.12494261056022508,0.13021014767797578,-0.023683087591285797,0.00850830599522034,0.011302648095569457,0.06958808327384887,0.02024120518346831,0.04096099344063528,-0.011505160555476778,-0.012128796382569026,0.0530106969931085,0.16231044667755726,-0.03316667491708333,0.3213124762800521,0.3718792799036351,-0.07299968648416745,0.14931604046004326,0.48544626503638433,-0.1783822583040444,0.24641519396729533,0.5836509743742059,0.294680131346633,0.6461643813012558,1.184050294539874,0.8898074352754815,0.9833011567084138,0.8225582891936043,0.8523340428691647,0.9275118393478872,0.7170849627906208,0.48950547002623634,0.8645281586720128
M308-14_v1,308,False,14,2,"(107, 7269)",F,0.10579158158924429,0.05415896937234206,0.27734821406971083,0.10308441357254834,0.12483945205204007,0.09875473591681715,0.08954245813148977,0.07811836149481592,0.14620496331955868,0.022524966078692366,0.06741254316215871,0.08840552871494273,0.08363740434468156,0.08667771417813129,0.10737644937865373,0.05565594525465422,0.07034078698159407,0.07983816333056229,0.05122236850182619,0.06386755579347163,0.08818856565466418,0.49106189455570665,-0.2017008135327603,-0.18302566584468363,0.6298617992978576,0.23511019950373732,-0.2678128336905503,-0.07975540242600229,0.005285274212010198,0.08961151698124803,0.10284774876510491,0.15384910849408096,0.21888563680640377,-0.1901776866170404,0.07451622072165504,-0.06164104691449071,-0.06092661304571608,0.018721240195739515,0.17658807894110146,-0.26964885191245497,-0.2713850030344234,0.07369423766833368
M316-8_v1,316,True,8,3,"(83, 7579)",F,0.4339130920476677,0.3368084051555999,0.2592949556222826,0.22202101086037454,0.3100335354152169,0.4973368286357881,0.35381557878799513,0.3317195720249212,0.2868041267190051,0.23862597483520134,0.25806571287558017,0.24505141404491604,0.1982738941429249,0.2122699034520162,0.21797408448458377,0.12831454521773805,0.11319457483094691,0.02917392002992567,0.08432130223504292,0.032823622718090494,0.03137621947183476,-0.62652922957801,-0.21706349206349204,1.1231707317073172,1.9607336430507163,0.35692992644212157,0.13665311653116533,-0.8657375145180023,-0.5861014324428958,-0.9822880371660859,-1.5730836236933798,-0.4247580332946187,-1.1958284939992256,-0.4254258614014712,-0.5037262872628726,-0.3207413859852885,-0.5703542392566783,-0.12644212156407278,-0.3061556329849012,-0.02437088656600853,0.1693960511033682,0.8955671699574138
M316-10_v1,316,True,10,3,"(104, 7207)",F,0.2757405036312769,0.5044544928834929,0.1648317399958039,0.07706081313225414,0.12782676280003805,0.18533392729569367,0.038348004168966894,0.08091459845400838,0.05409367365086157,0.003777822675850004,0.020206701545821184,0.014271616152581573,0.007773824918732506,0.07841459840379762,0.06554691807612947,0.05688948877357685,0.06886326356574822,0.04487758065705952,0.04163532759871321,0.08485754751875614,0.06093847261641097,-0.6126446529696605,-0.24593512616383514,-0.07616337920280142,0.06696212805150512,0.11224796870297923,0.4072533946142131,0.2644470586089605,0.03570158400131315,0.08706991674189987,0.0881642181672275,0.19028989868592638,0.11717232511695344,0.380287983658432,0.1399429139423121,0.007340938728239357,0.24909036194019643,0.21372618754502593,0.4099526714633546,0.3319563373731294,0.4529860750143627,0.3878477826717369
M316-12_v1,316,True,12,3,"(94, 7392)",F,0.4034481291521109,0.555568821767117,0.4273511042282337,0.4415526559245809,0.29848548721253415,0.31050370020048496,0.3026561657194445,0.27164253178795156,0.3274129630413932,0.22341199398050512,0.25002362759516755,0.21248390647828147,0.199603535556438,0.17123621517140042,0.17667191183554873,0.1856625177439742,0.13304066436904258,0.11876093346038673,0.08826866564261654,0.019627930858622345,0.027361016910947458,-0.32051967970324396,-0.49445365862357993,0.02533304799101172,0.24205054125871628,0.048722201416011274,0.19419328375510492,-0.5567117864212724,0.12298254061669608,0.012189467301553332,0.160727979598024,-0.10183154102687567,0.07641824050790932,-0.018529417009969157,0.1043550371836713,-0.030683216521320434,-0.1949690581919997,0.009541133879050532,-0.029755853976066924,0.35491234640557845,0.3004119629768337,0.35490342945802794
M322-6_v1,322,True,6,3,"(140, 7572)",M,0.3121844328883,0.5619926413495394,0.4444123220598932,0.12728579178905075,-0.04894913466826977,-0.1620206525235988,-0.24552711091408688,-0.14957833359725417,-0.14708354099016463,-0.14036762931503488,-0.04204505590004029,0.041563083107975414,0.03792629830440499,0.09569653065402474,0.009165871221515446,0.015914757864295314,0.05502254732405406,0.022437510665684328,-0.012489706125125673,0.025460829261019283,0.03860011389043748,0.052805902205478386,-0.4350678910603563,0.07515108704183346,0.03780707950710307,-0.39201004630719727,0.5381759673495016,-0.12254925045129897,-0.6801506946079586,-0.40602778431834236,-0.4940036103916491,-0.010093399262224315,0.38763833294089955,0.5319362687387175,0.027015147947570838,-0.12575935954791617,0.0866650969311671,0.4819715877874578,0.5590926928812495,0.28353347460952827,-0.21705517620280984,-0.06253826230280196
M322-8_v1,322,True,8,3,"(83, 7594)",M,0.3288657267241563,0.3945295990266298,0.2174779825443059,0.301976969383945,0.08714414667533613,0.16846543503162412,0.24542550947627467,0.04319215649265229,0.16917518609294466,0.12496280184637129,0.09817498486902031,0.09767451603154656,0.11899425657932516,0.08022475889745757,0.061616632044290395,0.06403086559391664,0.05534286425508805,0.04791207497914913,0.03569920301521825,0.07111372827075335,0.053979634015709856,-0.3416745312246785,0.7008226804320264,1.2189111638592578,0.21086548269320596,0.8918980753281665,-0.00746418051305514,-0.9269025080790461,1.3108359310206767,-0.7775521682348119,-0.6066386402417516,0.037845206432731815,-1.0151571481682728,-1.669841088264173,-0.62138587811365,-0.319196194507202,-0.5483551157758269,-0.10620489795140178,-0.1747075814339234,-0.22509794949523837,-0.2595208815931211,-0.041296079160351176
M322-10_v1,322,True,10,3,"(45, 7308)",M,0.24668849292365777,0.42287268624134844,0.42012072872382566,0.2306099788320274,0.15560215604141686,0.1315563461413666,0.19819783238651856,0.1035165921674121,0.06791913191803532,0.15215609052264858,-0.029738575570238845,-0.08997546334309144,0.17917274972915823,-0.04343074263298099,-0.0008589449978046464,0.011622070433518877,-0.008416480601158224,0.10313202831087886,0.053587898942501745,0.062317010819294104,0.056529193460924054,0.09190006505265749,0.2815373525326582,-0.021142113683914415,0.39612672960950823,0.6450937988993793,0.3182129859169787,-0.1086994743042003,0.6913515129138316,0.09705153225381086,-0.1917998487965258,0.3751780157181286,0.9245652900117798,0.09484501643898237,0.7535031735147775,1.0575364382790937,0.49883081034513077,0.5130632768957574,0.23121824287497583,0.05739578388452276,-0.02777045202806057,-0.05173444450305043
