id,number,GCaMP,age,cohort,monitoring_frame_range,sex,GCaMP_modularity_whole,GCaMP_modularity_segment_0/20,GCaMP_modularity_segment_1/20,GCaMP_modularity_segment_2/20,GCaMP_modularity_segment_3/20,GCaMP_modularity_segment_4/20,GCaMP_modularity_segment_5/20,GCaMP_modularity_segment_6/20,GCaMP_modularity_segment_7/20,GCaMP_modularity_segment_8/20,GCaMP_modularity_segment_9/20,GCaMP_modularity_segment_10/20,GCaMP_modularity_segment_11/20,GCaMP_modularity_segment_12/20,GCaMP_modularity_segment_13/20,GCaMP_modularity_segment_14/20,GCaMP_modularity_segment_15/20,GCaMP_modularity_segment_16/20,GCaMP_modularity_segment_17/20,GCaMP_modularity_segment_18/20,GCaMP_modularity_segment_19/20,dHbT_modularity_whole,dHbT_modularity_segment_0/20,dHbT_modularity_segment_1/20,dHbT_modularity_segment_2/20,dHbT_modularity_segment_3/20,dHbT_modularity_segment_4/20,dHbT_modularity_segment_5/20,dHbT_modularity_segment_6/20,dHbT_modularity_segment_7/20,dHbT_modularity_segment_8/20,dHbT_modularity_segment_9/20,dHbT_modularity_segment_10/20,dHbT_modularity_segment_11/20,dHbT_modularity_segment_12/20,dHbT_modularity_segment_13/20,dHbT_modularity_segment_14/20,dHbT_modularity_segment_15/20,dHbT_modularity_segment_16/20,dHbT_modularity_segment_17/20,dHbT_modularity_segment_18/20,dHbT_modularity_segment_19/20
M387-6_v1,387,True,6,7,"(90, 7540)",M,0.03751013507157564,0.024971937545877742,0.03020082597409788,0.09413550065766883,0.09200254217954452,0.11313696376819198,0.0943052794202425,0.05903717782923158,0.046547478989233206,0.06247423799914461,0.06559174579929214,0.10519678678165653,0.10804132348496534,0.08124630633620301,0.09248394706567171,0.13339599034788852,0.1286515767905468,0.10716370677353224,0.1462707947118684,0.27167753986554416,0.3326849088801724,0.03577299690148885,0.05287649644193882,0.035548481191044874,0.02238946331823932,0.018345106469328232,0.02658468358588481,0.026778941868135963,0.02338817576219815,0.02110326976313492,0.032932125202100766,0.022360874568896887,0.03522428328943773,0.04405052348073835,0.032499281555213165,0.02276376718024724,0.017625953300241366,0.03217404624671635,0.02338468115809171,0.022979843050395042,0.025438053991349303,0.019878436887572844
M387-10_v1,387,True,10,7,"(117, 7462)",M,0.034804230326678356,0.015213359877474932,0.0423748222704513,0.07901613687503145,0.05328556663226322,0.0741024886687854,0.09023378639096254,0.0690055444894053,0.06381141327310813,0.12494250713999776,0.13477201201465194,0.11454026964193337,0.1460759230300457,0.13711097882616358,0.1565538552368369,0.15829033417085944,0.17807146131598017,0.12032895199943382,0.17339858007228867,0.2371806254490035,0.5020414598753453,0.10456800833331442,0.5344388481693898,0.05781397947094043,0.05741317578511454,0.030389596541905265,0.11407534989797528,0.05121855139948557,0.09828249512589472,0.05615863112889614,0.08805529021825641,0.131004232655412,0.12552742377847387,0.06487482274649645,0.0650606241544609,0.059011584681152286,0.10043641768192857,0.06102632362115271,0.044911139107316554,0.05284499088711715,0.041444749221940455,0.03715686679854368
M396-6_v1,396,True,6,7,"(89, 7528)",F,0.03404625159376811,0.014978503278955202,0.027275880577696882,0.030656060430065295,0.08659124303548757,0.07667010987107453,0.06338787057704312,0.07560192689434501,0.06183491719783296,0.05485748953333759,0.06913494540522237,0.06300129189247376,0.05486853047231219,0.058762394771719746,0.15225587430680382,0.07278846463283041,0.14244119456631132,0.17512580656931673,0.18614700543278678,0.26288454867448063,0.33604642659917444,0.10066698116079459,0.24343964785580566,0.14492497401929239,0.14595458993295934,0.11213522385941235,0.054915695412941556,0.06127159627307305,0.0724842505820863,0.06554962476698958,0.07213572352314691,0.09677928618886758,0.0883678844359391,0.08849878124082411,0.06030194649092643,0.07324290922323516,0.06708348992607496,0.053015801576064975,0.09668345981171389,0.10047445028500518,0.10525873580902877,0.10194712466797098
M397-6_v1,397,True,6,7,"(69, 7503)",F,0.03656306982869698,0.009419536638099777,0.06397096923738008,0.10273372037299808,0.08456174120036647,0.06459959405294811,0.04232716435609919,0.03976785364003273,0.05147729985843212,0.04352827105496918,0.06152829321669265,0.05878151916673395,0.08442729336173914,0.07582410930806945,0.08285159065115401,0.15291782215428032,0.18323111600128825,0.16399385298925975,0.31820093533881466,0.4749535039079422,0.6953159593556424,0.05607880547667143,0.021141857498091728,0.07470080539529232,0.052395280649700095,0.05327949294456805,0.056875010088266474,0.03340188327211682,0.043030269360176246,0.050952247618230716,0.057953655044704795,0.06950470380701049,0.05194079031475497,0.0513955171363425,0.06168047255632688,0.06400031491652383,0.07439950729175554,0.10599801635739561,0.0852316093527944,0.07011372504441042,0.058026051071873835,0.057865540148649475
M410-6_v1,410,True,6,9,"(99, 7428)",M,0.02923216178536173,0.00414765769803101,0.03146316723526973,0.1448013218274958,0.07922314122176212,0.06462819382505164,0.06381267579895138,0.08513231077111626,0.09429943123001909,0.07211700929500513,0.09048711833790977,0.08772520838477761,0.08320140031902894,0.10276315036878109,0.15985208289321604,0.1988506359569742,0.2044173318474711,0.2731257611330753,0.28793025522887644,0.6723437365801199,0.41587656898204595,0.15517942206691726,0.13016811389391347,0.34055120830461433,0.16266733341478573,0.10831072798993138,0.0735951450460825,0.11992042188412638,0.13494239589084744,0.15822133576650016,0.11876799657580633,0.15810750141997615,0.11264312167801575,0.2407558033644973,0.16234043429514083,0.1594505827504224,0.09739879093601421,0.09849482536192936,0.12716031884499862,0.13166254013441872,0.20078882889669264,0.14038731990340325
M410-8_v1,410,True,8,9,"(102, 7532)",M,0.03928966051153482,0.005921888072847221,0.03833302344876185,0.07326709271762787,0.08191989758219173,0.10783642144891063,0.09605723515990458,0.0882470089231187,0.05199020707663651,0.0745035407743093,0.0786598889302056,0.0864076908135292,0.07890557803362777,0.09224125110087719,0.13445520734412875,0.11359150981070487,0.19418267716114931,0.29645173104647915,0.35653455327647116,0.2524425961074589,0.4258102007272197,0.07513364664271036,0.07761685063357195,0.16899458242988658,0.18459674887095118,0.11089490206122499,0.03503092304036011,0.0611769892557243,0.04372795184284756,0.05328366926503256,0.04599119556144805,0.04300647270667288,0.04192830519113042,0.04773108471942505,0.06182456691354552,0.045719413088716146,0.05111588777145724,0.041297853002572736,0.040043118618040205,0.02700906551856955,0.032436667406951676,0.0394001983707016
M410-10_v1,410,True,10,9,"(71, 7137)",M,0.037393752336403394,0.002924834548901301,0.0632706027676979,0.14974420445520026,0.10641635014721597,0.11081029110265261,0.08712026439854492,0.06710604065226136,0.06201109873104727,0.03972760885439814,0.08771054093265532,0.07516585671272026,0.11833320578867591,0.1230671040833051,0.12801819499112377,0.1779162933979863,0.24881442863230194,0.24602872699608233,0.2998072219175509,0.37660751226218525,0.8299046743426735,0.13501012856809103,0.2223688250143938,0.2768750650436032,0.140877930402339,0.13071213292230713,0.10549874352015834,0.0982092095878761,0.09072339024812266,0.12169094160766583,0.11274447498084969,0.11728541290315724,0.10940128700769118,0.1267717306058871,0.13909758501796396,0.12874226709039002,0.09113326500141414,0.1146188447251359,0.11048732972594812,0.06280891105889388,0.12123832920353289,0.07445643961139316
M412-8_v1,412,True,8,9,"(135, 7515)",F,0.03253866053958857,0.010662742118722472,0.02021623672068113,0.032844051046016384,0.033557160629532186,0.029096431095878745,0.05477186197719255,0.07291756645143439,0.10112437124852386,0.12652047777959427,0.15198280993712693,0.11860459730136051,0.08626297020856816,0.0835055602992405,0.13356319116606816,0.12522704232137233,0.13781060832536254,0.11476904947517329,0.2881524741857579,0.23949025688303124,0.4079121450040928,0.04587144526878584,0.17752171869668884,0.04565966963029501,0.03287465124885776,0.029425809966501577,0.03734628133820121,0.038256448557109086,0.05525317435857993,0.06378009186134988,0.03913118924723463,0.06358738157442495,0.08079471317918108,0.06661590157009195,0.06687986150087738,0.04602379455798224,0.10130645103740483,0.065608729407726,0.06085435726246018,0.0999104577294195,0.07615594711475449,0.09442947185435442
M412-10_v1,412,True,10,9,"(101, 7163)",F,0.017774624634750352,0.0067484649149671455,0.026301132644015304,0.09041147336538803,0.1080601437805097,0.0648158789961148,0.08132899876220193,0.053299780973966204,0.06513537583204113,0.07403986577806763,0.06988260170795607,0.07554280189624046,0.10597730694396475,0.07090952203103724,0.08800137667618588,0.13320004141811276,0.18680440706298476,0.12788800474856168,0.19566728700967048,0.34342244142444067,0.4214494904927778,0.02900879287512988,0.03068531655289142,0.053297904155852324,0.03410712075678555,0.03000463186343613,0.046241682385231075,0.030608439587385922,0.022908030763457488,0.02745026938865257,0.023016319552344244,0.021989452662992216,0.02313647104245973,0.02871800743614545,0.01698302027815933,0.03281507968326588,0.01992582384467958,0.015478237601952022,0.015375555632133345,0.013975870421110165,0.019476392819241257,0.012415722009664266
M415-6_v1,415,True,6,9,"(131, 7585)",F,0.04745128309276984,0.043683156617165105,0.03733016174393444,0.10033016991376459,0.07374473818162838,0.08676118128530501,0.028439760459459208,0.02915251392336771,0.03419467091239885,0.046504207735008476,0.05842810217195741,0.06131786923569039,0.11531536203371728,0.13528539678296955,0.16170937266809063,0.11186945405375137,0.16821506133930436,0.21287936168060057,0.17799384153453976,0.2785365600048717,0.27932387283450333,0.0725075173494603,0.02770246055756645,0.0390471855907835,0.0701438281373043,0.04031394399024676,0.024899275004124678,0.08131186951458572,0.04667809338369688,0.0981404825491184,0.09571884047637914,0.05688650354856968,0.06940384010793867,0.033030264397889975,0.058265764006879064,0.031275578777918374,0.0793399720232424,0.037641859040488564,0.13003915311817688,0.12589691708980508,0.12510639410026614,0.07526560744801664
M415-8_v1,415,True,8,9,"(62, 7420)",F,0.03840113267643606,0.009689480791950339,0.12107634382416302,0.14911615393309993,0.16166924298345797,0.10034301175070821,0.031150588486957054,0.03814870980360095,0.06290907492402137,0.04174159582531294,0.04713380286596576,0.06168839120156972,0.09593565053809612,0.07968827663087052,0.10790548600906123,0.10261321623565832,0.13209869578711675,0.2354970108325693,0.3540094198447556,0.3086482565177488,0.5029933425171558,0.11680077296716655,0.08148674664478547,0.15499401534487386,0.2420910501865498,0.15544922796295216,0.03702679477857662,0.05933429931686493,0.08156601359643804,0.08094749035373307,0.06927575510029509,0.10377524867036644,0.1699176317984409,0.15370988953171355,0.09420146422517149,0.08038726831772003,0.07969369132279204,0.10346840773190909,0.1130522934797262,0.13039579057883194,0.08381774555539667,0.11374662112471078
