id,number,GCaMP_modularity_whole,GCaMP_modularity_segment_0/2,GCaMP_modularity_segment_1/2,dHbT_modularity_whole,dHbT_modularity_segment_0/2,dHbT_modularity_segment_1/2
M39-12_noise_v1,39,3.097760731675114,4.521663107572325,4.093734285180207,0.05843484047773,0.04167462273390366,0.07574300650651336
M42-12_noise_v1,42,2.6415084117656917,3.7984048565008606,3.39497604741444,0.028977423954499752,0.01557450832288931,0.044707742850534624
M44-12_noise_v1,44,2.25583851168879,2.7086072116089697,3.1048648359896824,0.08391100719977544,0.056858346770263746,0.10889448217247945
M45-12_noise_v1,45,1.8616564577502233,3.128897012390928,1.9776200290219386,0.1051095126152746,0.1256307686892292,0.08440646693290839
M46-12_noise_v1,46,2.8827054659135505,3.9226246805604315,3.697019417337703,0.07957515657352482,0.07063110694312154,0.08534888553322612
M251-6_noise_v1,251,2.117925051828541,2.5723065142272215,3.2133253282563223,0.0891605482134804,0.06301944262756361,0.12160784179068351
M254-6_noise_v1,254,2.8288474745001,3.1169572068350937,4.8488047627794435,0.07920688228750317,0.08064814940112189,0.0787112757464167
