id,number,GCaMP_funcrep_segment_0/2,GCaMP_funcrep_segment_1/2,dHbT_funcrep_segment_0/2,dHbT_funcrep_segment_1/2
M396-1_3fps,396.0,0.996887825084024,0.5391071208238163,0.9840556805660629,0.962651515166125
M396-1_3fps_lowpass_after,396.0,0.996887825084024,0.5391071208238163,0.9839877192403468,0.9625550459732094
M396-1_3fps_lowpass_before,396.0,0.996887825084024,0.5391071208238163,0.9840000513567164,0.962581792813486
M396-1_12fps_lowpass,396.0,0.9967124872940616,0.5808225416710158,0.9796921476544664,0.9474046628876878
M396-1_3fps_both_filters,,0.9985149043486988,0.6322247985723447,0.9408683899144222,0.9274872115767044
M396-1_3fps_both_filters_both_signals,,0.9985220470476168,0.6279054002432367,0.994460932329347,0.739170949265029
M396-1_3fps_GCaMP_highpass_HbT_infraslow,,0.9985220470476169,0.6279054002432367,0.9899769701245567,0.972512144546744
