id,number,GCaMP_funcrep_segment_0/2,GCaMP_funcrep_segment_1/2,dHbT_funcrep_segment_0/2,dHbT_funcrep_segment_1/2
M39-12_noise_v1,39,0.9870636253853884,0.9277678169727185,0.9985904500541085,0.9985426135539187
M42-12_noise_v1,42,0.9901320932259697,0.9457853857021118,0.9986523312232165,0.9988239450793213
M44-12_noise_v1,44,0.9918399470906114,0.956788115770986,0.9979804184248549,0.998045008618205
M45-12_noise_v1,45,0.9863138745129391,0.9528979187328849,0.993117158472481,0.9937228327889595
M46-12_noise_v1,46,0.991196307343503,0.9600980682173924,0.9984902938090365,0.9985484870774564
M251-6_noise_v1,251,0.991252400151755,0.9471104258365926,0.9964679785435782,0.9956748247624514
M254-6_noise_v1,254,0.9902028204939741,0.9458479121022049,0.9970943876829781,0.996536028810609
