id,number,funcsim_whole,funcsim_segment_0/2,funcsim_segment_1/2
no_filter,396.0,0.4145897810767377,0.4697497928405405,0.3180557717793203
HbT<0.4_GCaMP>0.08,,0.4468887163432325,0.4597690925568638,0.429874501402914
0.08<HbT<0.4_GCaMP>0.08,,0.6643380945441727,0.6588290137911955,0.7431576702710475
0.009<HbT<0.08_GCaMP>0.08,,0.6061914675820256,0.6231347904914566,0.49107067351379
