id,number,funcsim_whole,funcsim_segment_0/2,funcsim_segment_1/2
M396-1_3fps,396.0,0.4145897810767377,0.4697497928405405,0.3180557717793203
M396-1_3fps_lowpass_after,396.0,0.4146217912094435,0.4699272668272328,0.317636023388531
M396-1_3fps_lowpass_before,396.0,0.4145288965085474,0.4698617545201375,0.3177336318581593
M396-1_12fps_lowpass,396.0,0.523775554408798,0.5459997354047077,0.5425718382283495
M396-1_3fps_both_filters,,0.4468887163432325,0.4597690925568638,0.429874501402914
M396-1_3fps_both_filters_both_signals,,0.6643380945441727,0.6588290137911955,0.7431576702710475
M396-1_3fps_GCaMP_highpass_HbT_infraslow,,0.6061914675820256,0.6231347904914566,0.49107067351379
