id,number,GCaMP_modularity_whole,GCaMP_modularity_segment_0/2,GCaMP_modularity_segment_1/2,dHbT_modularity_whole,dHbT_modularity_segment_0/2,dHbT_modularity_segment_1/2
M396-1_3fps,396.0,0.0439961945920598,0.0396831723665568,0.0880353086962354,0.1029502830214991,0.1224458202823466,0.0823867626256888
M396-1_3fps_lowpass_after,396.0,0.0439961945920598,0.0396831723665568,0.0880353086962354,0.1027445571467956,0.1220327149129987,0.0823539683061109
M396-1_3fps_lowpass_before,396.0,0.0439961945920598,0.0396831723665568,0.0880353086962354,0.1028992779641619,0.122324154842938,0.0824059809573556
M396-1_12fps_lowpass,396.0,0.0491962505054179,0.0426219563949257,0.1310613069721715,0.0927371383136066,0.1171687648322356,0.0640902495988891
M396-1_3fps_both_filters,,0.0724234775649745,0.0666426531436184,0.1204533184117912,0.1027445571467956,0.1420866064595648,0.0663893690075808
M396-1_3fps_both_filters_both_signals,,0.0724342652546685,0.0666359562462119,0.1192119322830916,0.1510047329672307,0.1715381523997765,0.071086514392293
M396-1_3fps_GCaMP_highpass_HbT_infraslow,,0.07243426525466855,0.06663595624621194,0.1192119322830916,0.21397356907754722,0.21709202443649386,0.21001023015834078
