id,number,GCaMP,age,cohort,monitoring_frame_range,sex,GCaMP_modularity_whole,GCaMP_modularity_segment_0/2,GCaMP_modularity_segment_1/2,dHbT_modularity_whole,dHbT_modularity_segment_0/2,dHbT_modularity_segment_1/2
M316-8_v1_mvmt,316,True,8,3.0,"(83, 7579)",F,0.0133326075003295,0.011106926988909,0.0519771485698819,0.0166819134172593,0.014975162082834,0.0162438258576659
M316-10_v1_mvmt,316,True,10,3.0,"(104, 7207)",F,0.0589348655634472,0.0503310921428901,0.178587166212995,0.078490442760708,0.0705276451752024,0.0994231866613509
M316-12_v1_mvmt,316,True,12,3.0,"(94, 7392)",F,0.0265927301152222,0.0213736317163399,0.1245529338511561,0.0452135913267283,0.0482513076314279,0.0460493401882971
M322-6_v1_mvmt,322,True,6,3.0,"(140, 7572)",M,0.0195115919055037,0.0137639106452483,0.1453856069389492,0.026794972904927,0.0265364056637937,0.0227321621605366
M322-8_v1_mvmt,322,True,8,3.0,"(83, 7594)",M,0.0236111159199534,0.0201199900033936,0.0775379777555857,0.0340031373053944,0.0359851260184678,0.0265031278640691
M322-10_v1_mvmt,322,True,10,3.0,"(45, 7308)",M,0.0267915375862817,0.022028714973189,0.0780024702008267,0.0310542193379371,0.0339551739479412,0.0196823476724449
M322-12_v1_mvmt,322,True,12,3.0,"(182, 7577)",M,0.0356547477981417,0.0258726356414043,0.200919825107828,0.0729829694806314,0.0899792472485361,0.0552806682315438
M353-6_v1_mvmt,353,True,6,5.0,"(97, 7497)",M,0.0288793055631077,0.0247457584424847,0.1261676004187879,0.0702171909604232,0.0743120826785118,0.0557272688129701
M353-8_v1_mvmt,353,True,8,5.0,"(109, 7400)",M,0.026582873234076,0.023738517264425,0.0990063820412401,0.0414094412232082,0.0491890263715474,0.0277764827781652
M353-10_v1_mvmt,353,True,10,5.0,"(113, 7428)",M,0.0205053142805614,0.0167312923482463,0.1350809560452115,0.1171972873316736,0.1128990366537059,0.1536075232458181
M361-6_v1_mvmt,361,True,6,5.0,"(108, 7428)",F,0.0236543177081507,0.0191755444651277,0.1321175246311907,0.0701033482803585,0.0674549448026613,0.0749578512076
M365-6_v1_mvmt,365,True,6,6.0,"(87, 7428)",F,0.0697334228266051,0.061424777952409,0.1428407781265814,0.1070406885947053,0.1538285568211372,0.0600203972579645
M367-6_v1_mvmt,367,True,6,6.0,"(162, 7529)",F,0.0186875799308327,0.0141469936879716,0.0819751263424518,0.0615063380325474,0.0525456557650161,0.0877201769352682
M374-6_v1_mvmt,374,True,6,6.0,"(72, 7417)",M,0.0409460677968939,0.0333909897879766,0.1073862430865477,0.0310474257411157,0.0334078110056539,0.0306288179187023
M374-8_v1_mvmt,374,True,8,6.0,"(68, 7125)",M,0.0312686631164612,0.0277010252561072,0.090983583893169,0.0782225165031916,0.07255125423207,0.1119219317991681
M374-10_v1_mvmt,374,True,10,6.0,"(68, 7649)",M,0.0590754830045403,0.0526707795514336,0.1379362326514974,0.1348305063152633,0.1360753190000702,0.1359479682962994
M387-6_v1_mvmt,387,True,6,7.0,"(90, 7540)",M,0.0385025756209309,0.0348946838681252,0.0951961643066077,0.0370186724607953,0.0403999568008294,0.0293524091780438
M387-10_v1_mvmt,387,True,10,7.0,"(117, 7462)",M,0.0328247239560415,0.0298551290883066,0.1337001479524666,0.1097630260682971,0.13111181771686,0.0712837911884009
M396-6_v1_mvmt,396,True,6,7.0,"(89, 7528)",F,0.034215800957621,0.0306916834855398,0.0773799226484307,0.1062782468423813,0.1249352018494167,0.0860763331358688
M397-6_v1_mvmt,397,True,6,7.0,"(69, 7503)",F,0.0365162468042213,0.0322172130251352,0.1033662062773653,0.0566134360742075,0.0481666625174475,0.0680146778533179
M410-6_v1_mvmt,410,True,6,9.0,"(99, 7428)",M,0.0292070599542678,0.0240134415222401,0.1497354088207484,0.1551512169536677,0.1533976925940887,0.1455312637043883
M410-8_v1_mvmt,410,True,8,9.0,"(102, 7532)",M,0.0388342492339283,0.0319377863875783,0.1332808708856328,0.0756577910070389,0.0903344216165448,0.0412903763993249
M410-10_v1_mvmt,410,True,10,9.0,"(71, 7137)",M,0.0373874427255493,0.0311601924338375,0.1545883353990133,0.1338565446042124,0.1684352511780581,0.1057926327776103
M412-8_v1_mvmt,412,True,8,9.0,"(135, 7515)",F,0.0316685933899294,0.0262448273117932,0.1099331689825759,0.048450151456643,0.0447714460288561,0.0762329221883105
M412-10_v1_mvmt,412,True,10,9.0,"(101, 7163)",F,0.0183892716442567,0.0161546203281382,0.1055336218467024,0.0309478939808391,0.0397937014627525,0.0213848742355564
M415-6_v1_mvmt,415,True,6,9.0,"(131, 7585)",F,0.0490764640516494,0.0477525065580477,0.1364816550450812,0.0725287683767688,0.0671325548623685,0.0586579566208879
M415-8_v1_mvmt,415,True,8,9.0,"(62, 7420)",F,0.0384210499732326,0.0359968070089564,0.1080632655178476,0.122558235486221,0.1324817936407511,0.1095939956212511
