id,number,nvc_whole,nvc_segment_0/2,nvc_segment_1/2,lag_whole,lag_segment_0/2,lag_segment_1/2
no_filter,396.0,0.2422126431094433,0.2594925727156933,0.1554294356803669,-0.4360862024428945,-0.1834016015351119,0.0201022177940145
HbT<0.4_GCaMP>0.08,,0.1895550697480611,0.2553194604732114,0.0001216275807538,-0.7660522528506586,-0.6675892099339459,0.2935163659175615
0.08<HbT<0.4_GCaMP>0.08,,0.4965059851210652,0.5042818026046372,0.3965434900571708,-0.6385198715819773,-0.6886508727259308,-0.1728477065574375
0.009<HbT<0.08_GCaMP>0.08,,0.11251837565259928,0.10508244624640402,-0.022744656004031156,-0.8417838296616111,0.1992785711649876,0.08585187645300563
