id,number,GCaMP,age,cohort,monitoring_frame_range,sex,GCaMP_modularity_whole,GCaMP_modularity_segment_0/20,GCaMP_modularity_segment_1/20,GCaMP_modularity_segment_2/20,GCaMP_modularity_segment_3/20,GCaMP_modularity_segment_4/20,GCaMP_modularity_segment_5/20,GCaMP_modularity_segment_6/20,GCaMP_modularity_segment_7/20,GCaMP_modularity_segment_8/20,GCaMP_modularity_segment_9/20,GCaMP_modularity_segment_10/20,GCaMP_modularity_segment_11/20,GCaMP_modularity_segment_12/20,GCaMP_modularity_segment_13/20,GCaMP_modularity_segment_14/20,GCaMP_modularity_segment_15/20,GCaMP_modularity_segment_16/20,GCaMP_modularity_segment_17/20,GCaMP_modularity_segment_18/20,GCaMP_modularity_segment_19/20,dHbT_modularity_whole,dHbT_modularity_segment_0/20,dHbT_modularity_segment_1/20,dHbT_modularity_segment_2/20,dHbT_modularity_segment_3/20,dHbT_modularity_segment_4/20,dHbT_modularity_segment_5/20,dHbT_modularity_segment_6/20,dHbT_modularity_segment_7/20,dHbT_modularity_segment_8/20,dHbT_modularity_segment_9/20,dHbT_modularity_segment_10/20,dHbT_modularity_segment_11/20,dHbT_modularity_segment_12/20,dHbT_modularity_segment_13/20,dHbT_modularity_segment_14/20,dHbT_modularity_segment_15/20,dHbT_modularity_segment_16/20,dHbT_modularity_segment_17/20,dHbT_modularity_segment_18/20,dHbT_modularity_segment_19/20,GCaMP_modularity_segment_0/2,GCaMP_modularity_segment_1/2,dHbT_modularity_segment_0/2,dHbT_modularity_segment_1/2
M387-6_v1,387,True,6,7,"(90, 7540)",M,0.03751013507157564,0.0249719375458777,0.0302008259740978,0.0941355006576688,0.0920025421795445,0.1131369637681919,0.0943052794202425,0.0590371778292315,0.0465474789892332,0.0624742379991446,0.0655917457992921,0.1051967867816565,0.1080413234849653,0.081246306336203,0.0924839470656717,0.1333959903478885,0.1286515767905468,0.1071637067735322,0.1462707947118684,0.2716775398655441,0.3326849088801724,0.03577299690148885,0.0528764964419388,0.0355484811910448,0.0223894633182393,0.0183451064693282,0.0265846835858848,0.0267789418681359,0.0233881757621981,0.0211032697631349,0.0329321252021007,0.0223608745688968,0.0352242832894377,0.0440505234807383,0.0324992815552131,0.0227637671802472,0.0176259533002413,0.0321740462467163,0.0233846811580917,0.022979843050395,0.0254380539913493,0.0198784368875728,0.03347100335052924,0.10440321792129298,0.03879488947573615,0.028863536679651552
M387-10_v1,387,True,10,7,"(117, 7462)",M,0.034804230326678356,0.0152133598774749,0.0423748222704513,0.0790161368750314,0.0532855666322632,0.0741024886687854,0.0902337863909625,0.0690055444894053,0.0638114132731081,0.1249425071399977,0.1347720120146519,0.1145402696419333,0.1460759230300457,0.1371109788261635,0.1565538552368369,0.1582903341708594,0.1780714613159801,0.1203289519994338,0.1733985800722886,0.2371806254490035,0.5020414598753453,0.10456800833331442,0.5344388481693898,0.0578139794709404,0.0574131757851145,0.0303895965419052,0.1140753498979752,0.0512185513994855,0.0982824951258947,0.0561586311288961,0.0880552902182564,0.131004232655412,0.1255274237784738,0.0648748227464964,0.0650606241544609,0.0590115846811522,0.1004364176819285,0.0610263236211527,0.0449111391073165,0.0528449908871171,0.0414447492219404,0.0371568667985436,0.03081777474746673,0.13471829505506355,0.12792083516417413,0.061885558059380154
M396-6_v1,396,True,6,7,"(89, 7528)",F,0.03404625159376811,0.0149785032789552,0.0272758805776968,0.0306560604300652,0.0865912430354875,0.0766701098710745,0.0633878705770431,0.075601926894345,0.0618349171978329,0.0548574895333375,0.0691349454052223,0.0630012918924737,0.0548685304723121,0.0587623947717197,0.1522558743068038,0.0727884646328304,0.1424411945663113,0.1751258065693167,0.1861470054327867,0.2628845486744806,0.3360464265991744,0.10066698116079459,0.2434396478558056,0.1449249740192923,0.1459545899329593,0.1121352238594123,0.0549156954129415,0.061271596273073,0.0724842505820863,0.0655496247669895,0.0721357235231469,0.0967792861888675,0.0883678844359391,0.0884987812408241,0.0603019464909264,0.0732429092232351,0.0670834899260749,0.0530158015760649,0.0966834598117138,0.1004744502850051,0.1052587358090287,0.1019471246679709,0.03043471362400064,0.07981107826608574,0.11736450949992742,0.0827258270669278
M397-6_v1,397,True,6,7,"(69, 7503)",F,0.03656306982869698,0.0094195366380997,0.06397096923738,0.102733720372998,0.0845617412003664,0.0645995940529481,0.0423271643560991,0.0397678536400327,0.0514772998584321,0.0435282710549691,0.0615282932166926,0.0587815191667339,0.0844272933617391,0.0758241093080694,0.082851590651154,0.1529178221542803,0.1832311160012882,0.1639938529892597,0.3182009353388146,0.4749535039079422,0.6953159593556424,0.05607880547667143,0.0211418574980917,0.0747008053952923,0.0523952806497,0.053279492944568,0.0568750100882664,0.0334018832721168,0.0430302693601762,0.0509522476182307,0.0579536550447047,0.0695047038070104,0.0519407903147549,0.0513955171363425,0.0616804725563268,0.0640003149165238,0.0743995072917555,0.1059980163573956,0.0852316093527944,0.0701137250444104,0.0580260510718738,0.0578655401486494,0.032348378207918735,0.1038437422598585,0.04760882046691828,0.0663340593234043
M410-6_v1,410,True,6,9,"(99, 7428)",M,0.02923216178536173,0.004147657698031,0.0314631672352697,0.1448013218274958,0.0792231412217621,0.0646281938250516,0.0638126757989513,0.0851323107711162,0.094299431230019,0.0721170092950051,0.0904871183379097,0.0877252083847776,0.0832014003190289,0.102763150368781,0.159852082893216,0.1988506359569742,0.2044173318474711,0.2731257611330753,0.2879302552288764,0.6723437365801199,0.4158765689820459,0.15517942206691726,0.1301681138939134,0.3405512083046143,0.1626673334147857,0.1083107279899313,0.0735951450460825,0.1199204218841263,0.1349423958908474,0.1582213357665001,0.1187679965758063,0.1581075014199761,0.1126431216780157,0.2407558033644973,0.1623404342951408,0.1594505827504224,0.0973987909360142,0.0984948253619293,0.1271603188449986,0.1316625401344187,0.2007888288966926,0.1403873199034032,0.02419471963663801,0.14650510030093217,0.1602638199108817,0.14375982418507618
M410-8_v1,410,True,8,9,"(102, 7532)",M,0.03928966051153482,0.0059218880728472,0.0383330234487618,0.0732670927176278,0.0819198975821917,0.1078364214489106,0.0960572351599045,0.0882470089231187,0.0519902070766365,0.0745035407743093,0.0786598889302056,0.0864076908135292,0.0789055780336277,0.0922412511008771,0.1344552073441287,0.1135915098107048,0.1941826771611493,0.2964517310464791,0.3565345532764711,0.2524425961074589,0.4258102007272197,0.07513364664271036,0.0776168506335719,0.1689945824298865,0.1845967488709511,0.1108949020612249,0.0350309230403601,0.0611769892557243,0.0437279518428475,0.0532836692650325,0.045991195561448,0.0430064727066728,0.0419283051911304,0.047731084719425,0.0618245669135455,0.0457194130887161,0.0511158877714572,0.0412978530025727,0.0400431186180402,0.0270090655185695,0.0324366674069516,0.0394001983707016,0.03221166203740234,0.1339801818443312,0.0892694195499051,0.04132241608615606
M410-10_v1,410,True,10,9,"(71, 7137)",M,0.037393752336403394,0.0029248345489013,0.0632706027676979,0.1497442044552002,0.1064163501472159,0.1108102911026526,0.0871202643985449,0.0671060406522613,0.0620110987310472,0.0397276088543981,0.0877105409326553,0.0751658567127202,0.1183332057886759,0.1230671040833051,0.1280181949911237,0.1779162933979863,0.2488144286323019,0.2460287269960823,0.2998072219175509,0.3766075122621852,0.8299046743426735,0.13501012856809103,0.2223688250143938,0.2768750650436032,0.140877930402339,0.1307121329223071,0.1054987435201583,0.0982092095878761,0.0907233902481226,0.1216909416076658,0.1127444749808496,0.1172854129031572,0.1094012870076911,0.1267717306058871,0.1390975850179639,0.12874226709039,0.0911332650014141,0.1146188447251359,0.1104873297259481,0.0628089110588938,0.1212383292035328,0.0744564396113931,0.0311511953190989,0.15330394380469264,0.16769825619571166,0.10674365821400653
M412-8_v1,412,True,8,9,"(135, 7515)",F,0.03253866053958857,0.0106627421187224,0.0202162367206811,0.0328440510460163,0.0335571606295321,0.0290964310958787,0.0547718619771925,0.0729175664514343,0.1011243712485238,0.1265204777795942,0.1519828099371269,0.1186045973013605,0.0862629702085681,0.0835055602992405,0.1335631911660681,0.1252270423213723,0.1378106083253625,0.1147690494751732,0.2881524741857579,0.2394902568830312,0.4079121450040928,0.04587144526878584,0.1775217186966888,0.045659669630295,0.0328746512488577,0.0294258099665015,0.0373462813382012,0.038256448557109,0.0552531743585799,0.0637800918613498,0.0391311892472346,0.0635873815744249,0.080794713179181,0.0666159015700919,0.0668798615008773,0.0460237945579822,0.1013064510374048,0.065608729407726,0.0608543572624601,0.0999104577294195,0.0761559471147544,0.0944294718543544,0.02745776871177527,0.10376221678977049,0.04199187917603217,0.07221848164800246
M412-10_v1,412,True,10,9,"(101, 7163)",F,0.017774624634750352,0.0067484649149671,0.0263011326440153,0.090411473365388,0.1080601437805097,0.0648158789961148,0.0813289987622019,0.0532997809739662,0.0651353758320411,0.0740398657780676,0.069882601707956,0.0755428018962404,0.1059773069439647,0.0709095220310372,0.0880013766761858,0.1332000414181127,0.1868044070629847,0.1278880047485616,0.1956672870096704,0.3434224414244406,0.4214494904927778,0.02900879287512988,0.0306853165528914,0.0532979041558523,0.0341071207567855,0.0300046318634361,0.046241682385231,0.0306084395873859,0.0229080307634574,0.0274502693886525,0.0230163195523442,0.0219894526629922,0.0231364710424597,0.0287180074361454,0.0169830202781593,0.0328150796832658,0.0199258238446795,0.015478237601952,0.0153755556321333,0.0139758704211101,0.0194763928192412,0.0124157220096642,0.015354846416918413,0.10550662723640761,0.03862273631969385,0.018749795136138975
M415-6_v1,415,True,6,9,"(131, 7585)",F,0.04745128309276984,0.0436831566171651,0.0373301617439344,0.1003301699137645,0.0737447381816283,0.086761181285305,0.0284397604594592,0.0291525139233677,0.0341946709123988,0.0465042077350084,0.0584281021719574,0.0613178692356903,0.1153153620337172,0.1352853967829695,0.1617093726680906,0.1118694540537513,0.1682150613393043,0.2128793616806005,0.1779938415345397,0.2785365600048717,0.2793238728345033,0.0725075173494603,0.0277024605575664,0.0390471855907835,0.0701438281373043,0.0403139439902467,0.0248992750041246,0.0813118695145857,0.0466780933836968,0.0981404825491184,0.0957188404763791,0.0568865035485696,0.0694038401079386,0.0330302643978899,0.058265764006879,0.0312755787779183,0.0793399720232424,0.0376418590404885,0.1300391531181768,0.125896917089805,0.1251063941002661,0.0752656074480166,0.046208654595022394,0.1344179862940859,0.06734718207616777,0.05909884281908197
M415-8_v1,415,True,8,9,"(62, 7420)",F,0.03840113267643606,0.0096894807919503,0.121076343824163,0.1491161539330999,0.1616692429834579,0.1003430117507082,0.031150588486957,0.0381487098036009,0.0629090749240213,0.0417415958253129,0.0471338028659657,0.0616883912015697,0.0959356505380961,0.0796882766308705,0.1079054860090612,0.1026132162356583,0.1320986957871167,0.2354970108325693,0.3540094198447556,0.3086482565177488,0.5029933425171558,0.11680077296716655,0.0814867466447854,0.1549940153448738,0.2420910501865498,0.1554492279629521,0.0370267947785766,0.0593342993168649,0.081566013596438,0.080947490353733,0.069275755100295,0.1037752486703664,0.1699176317984409,0.1537098895317135,0.0942014642251714,0.08038726831772,0.079693691322792,0.103468407731909,0.1130522934797262,0.1303957905788319,0.0838177455553966,0.1137466211247107,0.035916579597889776,0.10722608986393706,0.1265529640741341,0.1045166126894377
